Gene	Description	GeneSeurat	GeneDescription	Chromosome	PosStart	PosEnd	Strand	GeneDescription2
PBANKA_0502400	conserved Plasmodium protein, unknown function	PBANKA-0502400	PBANKA_0502400 - conserved Plasmodium protein, unknown function	PbANKA_05_v3	86641	87399	+	conserved Plasmodium protein, unknown function - PBANKA_0502400
PBANKA_0936000	endonuclease/exonuclease/phosphatase family protein, putative	PBANKA-0936000	PBANKA_0936000 - endonuclease/exonuclease/phosphatase family protein, putative	PbANKA_09_v3	1305764	1308103	-	endonuclease/exonuclease/phosphatase family protein, putative - PBANKA_0936000
PBANKA_0105200	polypyrimidine tract-binding protein, putative	PBANKA-0105200	PBANKA_0105200 - polypyrimidine tract-binding protein, putative	PbANKA_01_v3	211904	214468	-	polypyrimidine tract-binding protein, putative - PBANKA_0105200
PBANKA_1349400	DNA replication complex GINS protein, putative	PBANKA-1349400	PBANKA_1349400 - DNA replication complex GINS protein, putative	PbANKA_13_v3	1897644	1899363	+	DNA replication complex GINS protein, putative - PBANKA_1349400
PBANKA_0105500	glutaredoxin-like protein	PBANKA-0105500	PBANKA_0105500 - glutaredoxin-like protein	PbANKA_01_v3	230049	230699	-	glutaredoxin-like protein - PBANKA_0105500
PBANKA_0210500	conserved Plasmodium protein, unknown function	PBANKA-0210500	PBANKA_0210500 - conserved Plasmodium protein, unknown function	PbANKA_02_v3	369489	382514	-	conserved Plasmodium protein, unknown function - PBANKA_0210500
PBANKA_1141800	conserved Plasmodium protein, unknown function	PBANKA-1141800	PBANKA_1141800 - conserved Plasmodium protein, unknown function	PbANKA_11_v3	1571984	1572268	+	conserved Plasmodium protein, unknown function - PBANKA_1141800
PBANKA_0812800	GTP-binding protein, putative	PBANKA-0812800	PBANKA_0812800 - GTP-binding protein, putative	PbANKA_08_v3	571039	573873	+	GTP-binding protein, putative - PBANKA_0812800
PBANKA_1014200	conserved Plasmodium protein, unknown function	PBANKA-1014200	PBANKA_1014200 - conserved Plasmodium protein, unknown function	PbANKA_10_v3	628547	629767	-	conserved Plasmodium protein, unknown function - PBANKA_1014200
PBANKA_1432000	signal recognition particle subunit SRP19, putative	PBANKA-1432000	PBANKA_1432000 - signal recognition particle subunit SRP19, putative	PbANKA_14_v3	1205780	1206202	-	signal recognition particle subunit SRP19, putative - PBANKA_1432000
PBANKA_1209700	protein ARV1, putative	PBANKA-1209700	PBANKA_1209700 - protein ARV1, putative	PbANKA_12_v3	366014	367813	+	protein ARV1, putative - PBANKA_1209700
PBANKA_1122400	superoxide dismutase [Fe], putative	PBANKA-1122400	PBANKA_1122400 - superoxide dismutase [Fe], putative	PbANKA_11_v3	830623	832597	-	superoxide dismutase [Fe], putative - PBANKA_1122400
PBANKA_0703600	translation initiation factor IF-2, putative	PBANKA-0703600	PBANKA_0703600 - translation initiation factor IF-2, putative	PbANKA_07_v3	171379	174600	-	translation initiation factor IF-2, putative - PBANKA_0703600
PBANKA_0001201	PIR protein	PBANKA-0001201	PBANKA_0001201 - PIR protein	PbANKA_00_v3_archived_contig_1	34779	35894	+	PIR protein - PBANKA_0001201
PBANKA_0202100	conserved protein, unknown function	PBANKA-0202100	PBANKA_0202100 - conserved protein, unknown function	PbANKA_02_v3	90934	91284	+	conserved protein, unknown function - PBANKA_0202100
PBANKA_0316821	fam-a protein, pseudogene	PBANKA-0316821	PBANKA_0316821 - fam-a protein, pseudogene	PbANKA_03_v3	589585	590504	-	fam-a protein, pseudogene - PBANKA_0316821
PBANKA_1352700	conserved Plasmodium protein, unknown function	PBANKA-1352700	PBANKA_1352700 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	2009594	2010409	+	conserved Plasmodium protein, unknown function - PBANKA_1352700
PBANKA_1448600	conserved Plasmodium protein, unknown function	PBANKA-1448600	PBANKA_1448600 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	1876236	1877696	-	conserved Plasmodium protein, unknown function - PBANKA_1448600
PBANKA_MIT02500	unspecified product	PBANKA-MIT02500	PBANKA_MIT02500 - unspecified product	PbANKA_MIT_v3	4968	4992	+	unspecified product - PBANKA_MIT02500
PBANKA_0936800	conserved Plasmodium protein, unknown function	PBANKA-0936800	PBANKA_0936800 - conserved Plasmodium protein, unknown function	PbANKA_09_v3	1324372	1325731	+	conserved Plasmodium protein, unknown function - PBANKA_0936800
PBANKA_1458300	kinesin-13, putative	PBANKA-1458300	PBANKA_1458300 - kinesin-13, putative	PbANKA_14_v3	2234208	2237556	+	kinesin-13, putative - PBANKA_1458300
PBANKA_0623400	fam-a protein	PBANKA-0623400	PBANKA_0623400 - fam-a protein	PbANKA_06_v3	955876	957514	+	fam-a protein - PBANKA_0623400
PBANKA_0106200	spindle assembly abnormal protein 6	PBANKA-0106200	PBANKA_0106200 - spindle assembly abnormal protein 6	PbANKA_01_v3	251097	253855	-	spindle assembly abnormal protein 6 - PBANKA_0106200
PBANKA_0905200	oocyst capsule protein Cap93	PBANKA-0905200	PBANKA_0905200 - oocyst capsule protein Cap93	PbANKA_09_v3	174843	177200	-	oocyst capsule protein Cap93 - PBANKA_0905200
PBANKA_0714600	vacuolar protein sorting-associated protein 2, putative	PBANKA-0714600	PBANKA_0714600 - vacuolar protein sorting-associated protein 2, putative	PbANKA_07_v3	551060	551689	+	vacuolar protein sorting-associated protein 2, putative - PBANKA_0714600
PBANKA_1406500	conserved Plasmodium protein, unknown function	PBANKA-1406500	PBANKA_1406500 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	301968	303992	+	conserved Plasmodium protein, unknown function - PBANKA_1406500
PBANKA_0307500	conserved protein, unknown function	PBANKA-0307500	PBANKA_0307500 - conserved protein, unknown function	PbANKA_03_v3	263666	265613	-	conserved protein, unknown function - PBANKA_0307500
PBANKA_1225900	conserved Plasmodium protein, unknown function	PBANKA-1225900	PBANKA_1225900 - conserved Plasmodium protein, unknown function	PbANKA_12_v3	978311	984484	+	conserved Plasmodium protein, unknown function - PBANKA_1225900
PBANKA_0107900	conserved Plasmodium protein, unknown function	PBANKA-0107900	PBANKA_0107900 - conserved Plasmodium protein, unknown function	PbANKA_01_v3	324834	327357	+	conserved Plasmodium protein, unknown function - PBANKA_0107900
PBANKA_1241100	WD repeat-containing protein 55, putative	PBANKA-1241100	PBANKA_1241100 - WD repeat-containing protein 55, putative	PbANKA_12_v3	1567457	1568425	-	WD repeat-containing protein 55, putative - PBANKA_1241100
PBANKA_0415800	WD repeat-containing protein 66, putative	PBANKA-0415800	PBANKA_0415800 - WD repeat-containing protein 66, putative	PbANKA_04_v3	564859	568367	-	WD repeat-containing protein 66, putative - PBANKA_0415800
PBANKA_1136500	conserved Plasmodium protein, unknown function	PBANKA-1136500	PBANKA_1136500 - conserved Plasmodium protein, unknown function	PbANKA_11_v3	1372493	1373620	-	conserved Plasmodium protein, unknown function - PBANKA_1136500
PBANKA_1431700	serine--tRNA ligase, putative	PBANKA-1431700	PBANKA_1431700 - serine--tRNA ligase, putative	PbANKA_14_v3	1199186	1200892	+	serine--tRNA ligase, putative - PBANKA_1431700
PBANKA_0922500	kelch domain-containing protein, putative	PBANKA-0922500	PBANKA_0922500 - kelch domain-containing protein, putative	PbANKA_09_v3	820799	822981	+	kelch domain-containing protein, putative - PBANKA_0922500
PBANKA_0306200	patatin-like phospholipase, putative	PBANKA-0306200	PBANKA_0306200 - patatin-like phospholipase, putative	PbANKA_03_v3	219252	221667	-	patatin-like phospholipase, putative - PBANKA_0306200
PBANKA_0511800	centrin-3, putative	PBANKA-0511800	PBANKA_0511800 - centrin-3, putative	PbANKA_05_v3	466127	467283	-	centrin-3, putative - PBANKA_0511800
PBANKA_1102100	conserved Plasmodium protein, unknown function	PBANKA-1102100	PBANKA_1102100 - conserved Plasmodium protein, unknown function	PbANKA_11_v3	108587	109402	-	conserved Plasmodium protein, unknown function - PBANKA_1102100
PBANKA_1002300	conserved Plasmodium protein, unknown function	PBANKA-1002300	PBANKA_1002300 - conserved Plasmodium protein, unknown function	PbANKA_10_v3	146703	158627	+	conserved Plasmodium protein, unknown function - PBANKA_1002300
PBANKA_1415900	zinc finger protein, putative	PBANKA-1415900	PBANKA_1415900 - zinc finger protein, putative	PbANKA_14_v3	646377	646874	+	zinc finger protein, putative - PBANKA_1415900
PBANKA_0822900	dynein intermediate chain, putative	PBANKA-0822900	PBANKA_0822900 - dynein intermediate chain, putative	PbANKA_08_v3	891058	894323	+	dynein intermediate chain, putative - PBANKA_0822900
PBANKA_1117400	conserved protein, unknown function	PBANKA-1117400	PBANKA_1117400 - conserved protein, unknown function	PbANKA_11_v3	656786	657582	-	conserved protein, unknown function - PBANKA_1117400
PBANKA_1201300	conserved Plasmodium protein, unknown function	PBANKA-1201300	PBANKA_1201300 - conserved Plasmodium protein, unknown function	PbANKA_12_v3	83125	84035	+	conserved Plasmodium protein, unknown function - PBANKA_1201300
PBANKA_0803300	RNA helicase, putative	PBANKA-0803300	PBANKA_0803300 - RNA helicase, putative	PbANKA_08_v3	187574	190609	-	RNA helicase, putative - PBANKA_0803300
PBANKA_1302700	OST-HTH associated domain protein, putative	PBANKA-1302700	PBANKA_1302700 - OST-HTH associated domain protein, putative	PbANKA_13_v3	163946	167105	+	OST-HTH associated domain protein, putative - PBANKA_1302700
PBANKA_1354700	GPI mannosyltransferase 3, putative	PBANKA-1354700	PBANKA_1354700 - GPI mannosyltransferase 3, putative	PbANKA_13_v3	2065596	2067893	+	GPI mannosyltransferase 3, putative - PBANKA_1354700
PBANKA_0721000	conserved protein, unknown function	PBANKA-0721000	PBANKA_0721000 - conserved protein, unknown function	PbANKA_07_v3	767840	769503	+	conserved protein, unknown function - PBANKA_0721000
PBANKA_1411200	conserved Plasmodium protein, unknown function	PBANKA-1411200	PBANKA_1411200 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	463588	470025	-	conserved Plasmodium protein, unknown function - PBANKA_1411200
PBANKA_0903800	serine/threonine protein kinase, putative	PBANKA-0903800	PBANKA_0903800 - serine/threonine protein kinase, putative	PbANKA_09_v3	138535	141432	+	serine/threonine protein kinase, putative - PBANKA_0903800
PBANKA_0718700	CDGSH iron-sulfur domain-containing protein, putative	PBANKA-0718700	PBANKA_0718700 - CDGSH iron-sulfur domain-containing protein, putative	PbANKA_07_v3	669678	669944	-	CDGSH iron-sulfur domain-containing protein, putative - PBANKA_0718700
PBANKA_1445600	serine/threonine protein kinase RIO1, putative	PBANKA-1445600	PBANKA_1445600 - serine/threonine protein kinase RIO1, putative	PbANKA_14_v3	1746754	1749144	+	serine/threonine protein kinase RIO1, putative - PBANKA_1445600
PBANKA_1126400	transportin, putative	PBANKA-1126400	PBANKA_1126400 - transportin, putative	PbANKA_11_v3	966147	969647	+	transportin, putative - PBANKA_1126400
PBANKA_0832000	selenoprotein, putative	PBANKA-0832000	PBANKA_0832000 - selenoprotein, putative	PbANKA_08_v3	1219898	1220584	+	selenoprotein, putative - PBANKA_0832000
PBANKA_1143300	conserved Plasmodium protein, unknown function	PBANKA-1143300	PBANKA_1143300 - conserved Plasmodium protein, unknown function	PbANKA_11_v3	1620156	1623134	+	conserved Plasmodium protein, unknown function - PBANKA_1143300
PBANKA_1304900	cytoplasmic tRNA 2-thiolation protein 2, putative	PBANKA-1304900	PBANKA_1304900 - cytoplasmic tRNA 2-thiolation protein 2, putative	PbANKA_13_v3	257064	258737	-	cytoplasmic tRNA 2-thiolation protein 2, putative - PBANKA_1304900
PBANKA_1304300	zinc finger protein, putative	PBANKA-1304300	PBANKA_1304300 - zinc finger protein, putative	PbANKA_13_v3	235505	239315	-	zinc finger protein, putative - PBANKA_1304300
PBANKA_1006100	flap endonuclease 1, putative	PBANKA-1006100	PBANKA_1006100 - flap endonuclease 1, putative	PbANKA_10_v3	303953	305392	-	flap endonuclease 1, putative - PBANKA_1006100
PBANKA_1015100	conserved Plasmodium protein, unknown function	PBANKA-1015100	PBANKA_1015100 - conserved Plasmodium protein, unknown function	PbANKA_10_v3	661017	661571	-	conserved Plasmodium protein, unknown function - PBANKA_1015100
PBANKA_0400100	PIR protein	PBANKA-0400100	PBANKA_0400100 - PIR protein	PbANKA_04_v3	321	2396	-	PIR protein - PBANKA_0400100
PBANKA_1417300	translocation protein SEC63, putative	PBANKA-1417300	PBANKA_1417300 - translocation protein SEC63, putative	PbANKA_14_v3	687403	689412	-	translocation protein SEC63, putative - PBANKA_1417300
PBANKA_1012300	conserved Plasmodium protein, unknown function	PBANKA-1012300	PBANKA_1012300 - conserved Plasmodium protein, unknown function	PbANKA_10_v3	565360	568737	+	conserved Plasmodium protein, unknown function - PBANKA_1012300
PBANKA_1465200	PIR protein	PBANKA-1465200	PBANKA_1465200 - PIR protein	PbANKA_14_v3	2469728	2470820	+	PIR protein - PBANKA_1465200
PBANKA_1401000	conserved Plasmodium protein, unknown function	PBANKA-1401000	PBANKA_1401000 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	90644	98989	-	conserved Plasmodium protein, unknown function - PBANKA_1401000
PBANKA_0402200	plasmoredoxin	PBANKA-0402200	PBANKA_0402200 - plasmoredoxin	PbANKA_04_v3	87845	88372	+	plasmoredoxin - PBANKA_0402200
PBANKA_API00270	probable protein, unknown function	PBANKA-API00270	PBANKA_API00270 - probable protein, unknown function	PbANKA_API_v3	24367	24603	-	probable protein, unknown function - PBANKA_API00270
PBANKA_1136100	conserved Plasmodium protein, unknown function	PBANKA-1136100	PBANKA_1136100 - conserved Plasmodium protein, unknown function	PbANKA_11_v3	1360268	1365577	+	conserved Plasmodium protein, unknown function - PBANKA_1136100
PBANKA_1243400	nucleolar preribosomal GTPase, putative	PBANKA-1243400	PBANKA_1243400 - nucleolar preribosomal GTPase, putative	PbANKA_12_v3	1633856	1635433	-	nucleolar preribosomal GTPase, putative - PBANKA_1243400
PBANKA_0512600	partial CSTF domain-containing protein, putative	PBANKA-0512600	PBANKA_0512600 - partial CSTF domain-containing protein, putative	PbANKA_05_v3	487226	489117	-	partial CSTF domain-containing protein, putative - PBANKA_0512600
PBANKA_0210600	ubiquitin carboxyl-terminal hydrolase, putative	PBANKA-0210600	PBANKA_0210600 - ubiquitin carboxyl-terminal hydrolase, putative	PbANKA_02_v3	383882	392643	-	ubiquitin carboxyl-terminal hydrolase, putative - PBANKA_0210600
PBANKA_0919800	bifunctional farnesyl/geranylgeranyl diphosphate synthase, putative	PBANKA-0919800	PBANKA_0919800 - bifunctional farnesyl/geranylgeranyl diphosphate synthase, putative	PbANKA_09_v3	734076	736486	+	bifunctional farnesyl/geranylgeranyl diphosphate synthase, putative - PBANKA_0919800
PBANKA_0509200	EF-hand calcium-binding domain-containing protein, putative	PBANKA-0509200	PBANKA_0509200 - EF-hand calcium-binding domain-containing protein, putative	PbANKA_05_v3	374408	377565	-	EF-hand calcium-binding domain-containing protein, putative - PBANKA_0509200
PBANKA_0714900	dihydrolipoyl dehydrogenase, apicoplast, putative	PBANKA-0714900	PBANKA_0714900 - dihydrolipoyl dehydrogenase, apicoplast, putative	PbANKA_07_v3	555671	557728	-	dihydrolipoyl dehydrogenase, apicoplast, putative - PBANKA_0714900
PBANKA_0411500	conserved Plasmodium protein, unknown function	PBANKA-0411500	PBANKA_0411500 - conserved Plasmodium protein, unknown function	PbANKA_04_v3	411571	414125	+	conserved Plasmodium protein, unknown function - PBANKA_0411500
PBANKA_1120300	mRNA-binding protein PUF3, putative	PBANKA-1120300	PBANKA_1120300 - mRNA-binding protein PUF3, putative	PbANKA_11_v3	756241	758223	+	mRNA-binding protein PUF3, putative - PBANKA_1120300
PBANKA_1341100	conserved Plasmodium protein, unknown function	PBANKA-1341100	PBANKA_1341100 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	1616126	1617082	-	conserved Plasmodium protein, unknown function - PBANKA_1341100
PBANKA_1402500	condensin complex subunit 2, putative	PBANKA-1402500	PBANKA_1402500 - condensin complex subunit 2, putative	PbANKA_14_v3	167699	170935	-	condensin complex subunit 2, putative - PBANKA_1402500
PBANKA_1303000	DEAD/DEAH box helicase, putative	PBANKA-1303000	PBANKA_1303000 - DEAD/DEAH box helicase, putative	PbANKA_13_v3	173257	180887	+	DEAD/DEAH box helicase, putative - PBANKA_1303000
PBANKA_0416400	conserved Plasmodium protein, unknown function	PBANKA-0416400	PBANKA_0416400 - conserved Plasmodium protein, unknown function	PbANKA_04_v3	611890	612702	+	conserved Plasmodium protein, unknown function - PBANKA_0416400
PBANKA_1238600	divalent metal transporter, putative	PBANKA-1238600	PBANKA_1238600 - divalent metal transporter, putative	PbANKA_12_v3	1481994	1484114	+	divalent metal transporter, putative - PBANKA_1238600
PBANKA_0106600	diphthine methyltransferase, putative	PBANKA-0106600	PBANKA_0106600 - diphthine methyltransferase, putative	PbANKA_01_v3	270985	273139	-	diphthine methyltransferase, putative - PBANKA_0106600
PBANKA_1208600	DNA2/NAM7 helicase, putative	PBANKA-1208600	PBANKA_1208600 - DNA2/NAM7 helicase, putative	PbANKA_12_v3	336056	340855	-	DNA2/NAM7 helicase, putative - PBANKA_1208600
PBANKA_1300011	fam-a protein	PBANKA-1300011	PBANKA_1300011 - fam-a protein	PbANKA_13_v3	1959	3581	+	fam-a protein - PBANKA_1300011
PBANKA_1237300	inner membrane complex protein, putative	PBANKA-1237300	PBANKA_1237300 - inner membrane complex protein, putative	PbANKA_12_v3	1437024	1438484	+	inner membrane complex protein, putative - PBANKA_1237300
PBANKA_0509000	exported protein 3, putative	PBANKA-0509000	PBANKA_0509000 - exported protein 3, putative	PbANKA_05_v3	366840	369815	+	exported protein 3, putative - PBANKA_0509000
PBANKA_1017500	lipase, putative	PBANKA-1017500	PBANKA_1017500 - lipase, putative	PbANKA_10_v3	745436	748591	-	lipase, putative - PBANKA_1017500
PBANKA_0414900	dynein intermediate light chain, putative	PBANKA-0414900	PBANKA_0414900 - dynein intermediate light chain, putative	PbANKA_04_v3	530327	532468	+	dynein intermediate light chain, putative - PBANKA_0414900
PBANKA_1134700	conserved Plasmodium protein, unknown function	PBANKA-1134700	PBANKA_1134700 - conserved Plasmodium protein, unknown function	PbANKA_11_v3	1301908	1302820	+	conserved Plasmodium protein, unknown function - PBANKA_1134700
PBANKA_1019310	small nucleolar RNA snoR31	PBANKA-1019310	PBANKA_1019310 - small nucleolar RNA snoR31	PbANKA_10_v3	803596	803739	-	small nucleolar RNA snoR31 - PBANKA_1019310
